Bengali,Chakma,Tense
.সে উঠলে আর দশজনে আর দশজনে একসাথে যাবে আর পৃথিবীটাকে ভালো করে দেখার জন্য আর দশজনে একসাথে যাবে।,𑄥𑄬 𑄃𑄪𑄘𑄨𑄎𑄬 𑄃𑄬𑄇𑄴 𑄃𑄬𑄇𑄴𑄎𑄧𑄚𑄬 𑄃𑄢𑄧 𑄘𑄧𑄥𑄴 𑄞𑄣𑄬𑄘𑄨 𑄝𑄬𑄇𑄴 𑄎𑄉𑄖𑄴 𑄟𑄚𑄬𑄃𑄨 𑄃𑄧𑄙𑄨𑄇𑄢𑄧𑄢𑄴 𑄝𑄬𑄇𑄴𑄇𑄪𑄚𑄧𑄖𑄳𑄠𑄬 𑄜𑄧𑄉𑄧𑄘𑄋𑄨 𑄇𑄉𑄮𑄌𑄴𑄍𑄚𑄴 𑄃𑄟𑄨𑄎𑄬 𑄟𑄧𑄚𑄧𑄖𑄴 𑄢𑄉𑄬𑄃𑄨 𑄥𑄨𑄇𑄴𑄈𑄳𑄠 𑄘𑄬𑄚 𑄃𑄢𑄧 𑄉𑄳𑄠𑄚𑄴 𑄝𑄢𑄚𑄢𑄴 𑄛𑄰𑄘𑄳𑄠𑄚𑄬 𑄃𑄬 𑄃𑄧𑄙𑄨𑄇𑄢𑄚𑄨𑄢𑄴 𑄃𑄢𑄧 𑄥𑄙𑄨𑄇𑄢𑄧𑄖𑄳𑄠𑄬𑄞𑄧𑄎𑄧𑄟𑄚𑄴 𑄎𑄉𑄬𑄃𑄨 𑄖𑄪𑄣𑄨𑄝𑄖𑄳𑄠𑄬 𑄃𑄳𑄦 𑄘𑄬𑄏𑄧 𑄞𑄨𑄘𑄨𑄢𑄬 𑄃𑄳𑄦 𑄃𑄚𑄴𑄖𑄧𑄢𑄴𑄎𑄖𑄨𑄇𑄴𑄥𑄪𑄟𑄪𑄖𑄴𑄮 𑄉𑄧𑄟𑄴 𑄞𑄣𑄬𑄘𑄨 𑄎𑄠𑄴𑄎𑄪𑄇𑄴𑄮𑄣𑄬 𑄝𑄧𑄢𑄴𑄉𑄧 𑄘𑄬𑄏𑄧𑄢𑄴 𑄎𑄖𑄴𑄪𑄚𑄴 𑄃𑄳𑄦 𑄖𑄢𑄳𑄦 𑄞𑄨𑄘𑄨𑄢𑄬 𑄥𑄮𑄟𑄬𑄴 𑄎𑄉𑄢𑄴 𑄟𑄚𑄪𑄌𑄴𑄍𑄪𑄚𑄮𑄢𑄴 𑄞𑄨𑄘𑄨𑄢𑄬 𑄥𑄬 𑄃𑄧𑄙𑄨𑄇𑄢𑄚𑄨𑄢𑄴 𑄝𑄬𑄇𑄴𑄪𑄚𑄮𑄢𑄴 𑄃𑄳𑄦 𑄇𑄟𑄧𑄢𑄴𑄇𑄟𑄴 𑄟𑄚𑄚 𑄃𑄳𑄦 𑄟𑄚𑄴 𑄛𑄬𑄝𑄖𑄳𑄠𑄬 𑄘𑄧𑄢𑄧𑄟𑄧𑄢𑄧 𑄉𑄧𑄢𑄨 𑄌𑄬𑄢𑄬𑄖𑄴𑄖 𑄌𑄣𑄬𑄝𑄇𑄴।,Future
ধারা-১,𑄙𑄢-𑄷,Present
সব মানুষ আশা করে এই পৃথিবীতে সমান সমান সুখ নিে আসুক,𑄝𑄬𑄇𑄴 𑄟𑄚𑄪𑄌𑄴𑄍𑄪𑄚𑄴 𑄥𑄙𑄨𑄚𑄴 𑄉𑄧𑄢𑄨 𑄃𑄳𑄦 𑄥𑄧𑄁 𑄃𑄨𑄎𑄴𑄮𑄖𑄴 𑄥𑄧𑄢𑄧𑄟𑄴 𑄃𑄳𑄦 𑄥𑄧𑄁 𑄥𑄧𑄁 𑄃𑄧𑄙𑄨𑄇𑄢𑄴 𑄣𑄮𑄚𑄬𑄃𑄨 𑄎𑄧𑄚𑄧𑄟𑄴 𑄣𑄧𑄚𑄴।,Present
.তারা বুদ্ধিটা কিনে একা একা চলে যাওা ভালো হবে,𑄖𑄢𑄳𑄦 𑄝𑄪𑄘𑄴𑄙𑄨 𑄃𑄳𑄦 𑄝𑄨𑄝𑄬𑄇𑄴𑄝𑄚𑄴 𑄇𑄨𑄚𑄬𑄃𑄨 𑄥𑄧𑄘𑄧𑄢𑄴 𑄟𑄧𑄚𑄬 𑄌𑄧𑄣𑄧𑄚𑄴-𑄜𑄨𑄢𑄧𑄚𑄴 𑄉𑄧𑄢𑄚 𑄉𑄧𑄢𑄧𑄎𑄴 𑄦𑄧𑄝𑄧।,Future
ধারা ২,𑄙𑄢-𑄸,Present
"অনেক বে জগা জগা যাওা, গোজা-ধর্ম, ধর্ম, রাজার বসে যোগ দেওা, জনার বগা এইগুলো সবার সামনে প্রকাশ করবে","𑄚𑄚𑄚𑄴𑄝𑄝𑄧𑄖𑄳𑄠𑄬 𑄎𑄧𑄉𑄧𑄘𑄋𑄨 (𑄛𑄢𑄴𑄗𑄧𑄇𑄳𑄠) 𑄡𑄬𑄚𑄴- 𑄎𑄘𑄴, 𑄉𑄮𑄎-𑄳𑄟𑄪𑄖𑄴𑄨, 𑄇𑄨𑄠𑄬𑄢𑄧𑄋𑄴, 𑄟𑄨𑄣𑄬-𑄟𑄧𑄢𑄧𑄘𑄴, 𑄞𑄌𑄴, 𑄙𑄧𑄢𑄴𑄟𑄧, 𑄢𑄎𑄴𑄚𑄮𑄖𑄨𑄇𑄴 𑄝𑄳𑄦 𑄚𑄚 𑄎𑄪𑄘𑄮𑄇𑄧𑄙, 𑄘𑄬𑄏𑄧𑄢𑄴 𑄝𑄳𑄦𑄘𑄧𑄌𑄴 𑄞𑄣𑄬𑄘𑄨𑄖𑄴𑄉𑄮𑄎𑄬𑄠𑄬, 𑄎𑄧𑄚𑄧𑄟𑄴𑄃𑄳𑄦𑄎𑄪𑄘𑄮 𑄚𑄚𑄚𑄴𑄝𑄝𑄧𑄖𑄳𑄠 𑄃𑄨𑄎𑄴𑄮𑄖𑄴𑄖𑄚𑄨 𑄝𑄬𑄇𑄴𑄪𑄚𑄬 𑄜𑄧𑄉𑄘𑄋𑄨 𑄇𑄉𑄮𑄎𑄮𑄖𑄴𑄇𑄪𑄠𑄧𑄝𑄪𑄣𑄧 𑄉𑄮𑄌𑄴𑄍𑄬 𑄃𑄧𑄙𑄨𑄇𑄢𑄚𑄨 𑄃𑄳𑄦 𑄥𑄙𑄨𑄇𑄢𑄧𑄢𑄴 𑄘𑄝𑄨𑄘𑄢𑄴।",Future
".সবসম কোনো মানুষ আসে না, মুক্তচো মানুষ আসে না,চলাচল করে শুধু এখানে আসা যা না","𑄝𑄬𑄥𑄴𑄞𑄉𑄴 𑄇𑄧𑄚𑄧‘ 𑄟𑄚𑄴𑄎𑄳𑄠 𑄇𑄧𑄚𑄧‘ 𑄘𑄬𑄥𑄴 𑄝 𑄌𑄉𑄣𑄢𑄴 𑄟𑄚𑄪𑄥𑄴 𑄥𑄙𑄨𑄚𑄴, 𑄟𑄪𑄇𑄴𑄖𑄧𑄌𑄉𑄣, 𑄃𑄙 𑄥𑄙𑄨𑄚𑄴 𑄛𑄬𑄃𑄨𑄠𑄬, 𑄝 𑄚𑄚𑄝𑄝𑄧𑄖𑄳𑄠𑄬 𑄉𑄧𑄚𑄴𑄙𑄨 𑄞𑄨𑄘𑄨𑄢𑄬 𑄗𑄘𑄮𑄇𑄴 𑄖𑄢𑄳𑄦𑄢𑄴𑄴 𑄢𑄎𑄚𑄮𑄖𑄨𑄇𑄴, 𑄌𑄉𑄣𑄢𑄴 𑄙𑄪𑄎𑄨 𑄃𑄳𑄦 𑄃𑄚𑄴𑄖𑄧𑄢𑄴𑄎𑄖𑄨𑄇𑄴 𑄟𑄚𑄴 𑄃𑄨𑄎𑄴𑄮𑄖𑄴 𑄚𑄨𑄚𑄬𑄃𑄨 𑄎𑄧𑄉𑄧𑄘𑄁 (𑄛𑄢𑄴𑄗𑄧𑄇𑄳𑄠) 𑄉𑄧𑄢 𑄚𑄧‘ 𑄡𑄬𑄝𑄧।",Present
ধারা ৩,𑄙𑄢-𑄹,Present
"সবার ছোট নাক (দুপা) ,সমানতা আর আমার সমান অধিকার আছে","𑄝𑄬𑄇𑄴𑄪𑄚𑄮𑄢𑄴 𑄎𑄨𑄁𑄇𑄚𑄨𑄢𑄴 𑄚𑄣𑄴 (𑄘𑄪𑄇𑄴𑄇𑄟𑄴), 𑄥𑄙𑄩𑄚𑄧𑄖 𑄃𑄳𑄦 𑄟𑄚𑄬𑄠𑄮𑄢𑄴 𑄚𑄨𑄢𑄬𑄛𑄧𑄖𑄴𑄖𑄢𑄴 𑄃𑄧𑄙𑄨𑄇𑄢𑄴 𑄃𑄊𑄬।",Present
ধারা ৪,𑄙𑄢-𑄺,Present
কাউকে চার জন্য বাছবিচার করতে যাবে না: সব বাির চামা নিে যাবে,𑄇𑄢𑄧𑄢𑄬 𑄌𑄉𑄧𑄢𑄴 𑄦𑄨𑄎𑄬𑄝𑄬 𑄝 𑄌𑄉𑄧𑄢𑄧 𑄥𑄚𑄴 𑄉𑄧𑄢𑄨 𑄢𑄉 𑄚𑄧‘ 𑄡𑄬𑄝𑄧: 𑄝𑄬𑄇𑄴 𑄝𑄝𑄧𑄘𑄧𑄢𑄴 𑄌𑄉𑄧𑄢𑄴 𑄥𑄪𑄘𑄮𑄟𑄴 𑄃𑄳𑄦𑄌𑄉𑄧𑄢𑄧𑄇𑄢𑄴𑄝𑄢𑄴 𑄚𑄨𑄥𑄬𑄙𑄴 𑄗𑄬𑄝𑄧।,Future
ধারা ৫,𑄙𑄢-𑄻,Present
কারো সাথে বেইমানি বা বেইমানি করা যাবে না,"𑄇𑄢𑄧𑄢𑄬 𑄎𑄪𑄣𑄪𑄟𑄴 𑄝 𑄝𑄧𑄣𑄎𑄪𑄢𑄴, 𑄃𑄧𑄉𑄧𑄟𑄚𑄴 𑄝 𑄃𑄧𑄉𑄧𑄟𑄚𑄴 𑄛𑄃𑄨𑄛𑄢 𑄇𑄎𑄬𑄴𑄇𑄴 𑄝 𑄥𑄥𑄴𑄖𑄨 𑄘𑄨𑄝𑄢𑄴 𑄝𑄙𑄳𑄠 𑄉𑄧𑄢 𑄚𑄧‘ 𑄡𑄬𑄝𑄧।",Future
ধারা ৬,𑄙𑄢-𑄼,Present
হেঁচারদের সবাইকে মেনে নেওয়ার ক্ষমতা আছে,𑄦𑄬𑄚𑄮𑄢𑄴𑄉𑄧𑄢𑄧𑄎𑄬 𑄝𑄬𑄇𑄴𑄪𑄚𑄧𑄢𑄬 𑄟𑄚𑄪𑄌𑄴 𑄦𑄨𑄎𑄬𑄝𑄬 𑄟𑄚𑄨 𑄣𑄧𑄝𑄢𑄴 𑄃𑄧𑄙𑄨𑄇𑄢𑄴 𑄃𑄊𑄬।,Present
ধারা ৭,𑄙𑄢-𑄽,Present
হেঁচেদেরকে সবাই একসাথে থাকার সম আছে,𑄦𑄬𑄚𑄮𑄢𑄴𑄟𑄇𑄬𑄴 𑄝𑄬𑄇𑄴𑄪𑄚𑄬 𑄥𑄧𑄁 𑄃𑄳𑄦 𑄇𑄢𑄧𑄢𑄬𑄝𑄬𑄥𑄴𑄇𑄧𑄟𑄴 𑄚𑄧 𑄉𑄧𑄢𑄨 𑄝𑄬𑄇𑄴𑄪𑄚𑄴 𑄦𑄬𑄚𑄮 𑄞𑄨𑄘𑄨𑄢𑄬 𑄥𑄧𑄁 𑄉𑄧𑄢𑄨 𑄗𑄬𑄝𑄢𑄴 𑄃𑄧𑄙𑄨𑄇𑄢𑄴 𑄃𑄊𑄬।,Present
এই কাগজটা না মেনে নিলে বা এই কাগজটা কেটে দোর সম সবার অধিকার আছে,𑄃𑄬 𑄜𑄧𑄉𑄧𑄘𑄋𑄨 𑄇𑄉𑄮𑄌𑄴𑄍𑄚𑄴 𑄚𑄧 𑄟𑄚𑄨𑄚𑄬𑄃𑄨 𑄝𑄬𑄥𑄴𑄇𑄧𑄟𑄴 𑄉𑄧𑄢𑄨𑄣𑄬 𑄝 𑄃𑄬 𑄝𑄬𑄥𑄴𑄇𑄧𑄟𑄚𑄨 𑄇𑄖𑄬𑄴𑄃𑄨 𑄘𑄬𑄚𑄢𑄴 𑄝𑄨𑄢𑄪𑄘𑄬𑄴 𑄥𑄧𑄋𑄴 𑄉𑄧𑄢𑄨 𑄗𑄬𑄝𑄢𑄴 𑄝𑄬𑄇𑄴𑄪𑄚𑄮𑄢𑄴 𑄃𑄧𑄙𑄨𑄇𑄢𑄴 𑄃𑄊𑄬।,Present
ধারা ৮,𑄙𑄢-𑄾,Present
যে কামগুলো বেশি হেছে বা হাতির পাগুলো বেশি ব হেছে সেগুলো তেতো হেছে আর সবার এটা পাওার ইচ্ছা আছে,𑄡𑄬 𑄇𑄟𑄚𑄨𑄖𑄳𑄠𑄬𑄦𑄬𑄚𑄴𑄝𑄧𑄚𑄬𑄠𑄮𑄚𑄴 𑄝 𑄦𑄬𑄚𑄮𑄢𑄴 𑄃𑄢𑄋𑄴 𑄃𑄧𑄙𑄨𑄇𑄢𑄚𑄨 𑄣𑄧𑄁𑄊𑄧𑄚𑄴 𑄦𑄧𑄠𑄴 𑄥𑄨𑄠𑄚𑄨𑄖𑄳𑄠𑄬 𑄃𑄪𑄛𑄧𑄡𑄪𑄇𑄴𑄖𑄧 𑄘𑄬𑄏𑄧𑄢𑄴 𑄥𑄣𑄨𑄌𑄴 𑄘𑄧𑄢𑄴𑄝𑄢𑄧𑄖𑄴 𑄝𑄧𑄎𑄨𑄚𑄬𑄃𑄨 𑄃𑄬𑄢𑄚𑄴 𑄛𑄬𑄝𑄢𑄴 𑄃𑄧𑄙𑄨𑄇𑄢𑄴 𑄝𑄬𑄇𑄴𑄪𑄚𑄮𑄢𑄴 𑄃𑄊𑄬।,Present
ধারা ৯,𑄙𑄢-𑄿,Present
"কাউকে মনে মনে আগ্রহ করে ধরে ধর,বো বা দো যা না","𑄇𑄢𑄧𑄢𑄬 𑄟𑄧𑄚𑄬 𑄟𑄧𑄚𑄴 𑄎𑄧𑄇𑄴𑄈 𑄉𑄧𑄢𑄨 𑄙𑄧𑄢𑄴-𑄛𑄉𑄧𑄢𑄴, 𑄝𑄧𑄚𑄴 𑄝 𑄙𑄝𑄬𑄃𑄨 𑄘𑄳𑄠𑄠 𑄚𑄧‘ 𑄡𑄬𑄝𑄧।",Present
ধারা-১০,𑄙𑄢-𑄷𑄶,Present
সবাই যার যার ইচ্ছা তার সাথে প্রতিযোগিতা করে আর কে যেন প্রতিযোগিতা করে,𑄝𑄬𑄇𑄴𑄪𑄚𑄮𑄢𑄴 𑄡𑄢𑄴 𑄡𑄢𑄴 𑄃𑄧𑄙𑄨𑄇𑄢𑄴 𑄃𑄳𑄦𑄇𑄟𑄚𑄨 𑄃𑄳𑄦 𑄥𑄨𑄠𑄚𑄨𑄢𑄴 𑄝𑄨𑄢𑄪𑄘𑄬𑄴 𑄚𑄚𑄝𑄝𑄧𑄖𑄳𑄠𑄬 𑄟𑄢𑄟𑄢𑄨 𑄉𑄧𑄋𑄧𑄣 𑄃𑄚𑄨𑄣𑄬 𑄥𑄨𑄠𑄚𑄨 𑄥𑄧𑄋𑄴 𑄉𑄧𑄢𑄨 𑄥𑄙𑄨𑄚𑄴 𑄃𑄳𑄦 𑄇𑄢𑄧 𑄃𑄨𑄚𑄴𑄘𑄨 𑄝𑄎𑄝𑄎𑄨 𑄚𑄧𑄴 𑄉𑄧𑄢𑄨 𑄘𑄧𑄢𑄴𑄝𑄢𑄧𑄖𑄴 𑄥𑄧𑄋𑄴 𑄖𑄮𑄣𑄴𑄝𑄨𑄌𑄴 𑄃𑄳𑄦 𑄝𑄬𑄇𑄴𑄪𑄚𑄮 𑄟𑄪𑄎𑄪𑄋𑄬 𑄇𑄪𑄠𑄝𑄪𑄣𑄧 𑄉𑄧𑄢𑄨𑄝𑄬𑄢𑄴 𑄃𑄧𑄙𑄨𑄇𑄢𑄴 𑄃𑄊𑄬।,Present
ধারা-১১,𑄙𑄢-𑄷𑄷,Present
".ক,কোন শাস্তি পেে থাকলে সবার মাথা কষ্ট পেে থাকবে না মনে হ","𑄇𑄧, 𑄇𑄧𑄚𑄧 𑄘𑄧𑄚𑄴𑄓𑄧 𑄛𑄬𑄝𑄢𑄴 𑄃𑄧𑄛𑄧𑄢𑄙 𑄉𑄧𑄢𑄨 𑄗𑄬𑄣𑄬 𑄝𑄬𑄇𑄴𑄪𑄚𑄮𑄢𑄴 𑄃𑄟𑄧𑄚𑄧𑄟𑄚𑄳𑄠𑄠𑄮 𑄟𑄚𑄨𑄣𑄧𑄚𑄴 𑄛𑄢 𑄃𑄨𑄘𑄨𑄇𑄬𑄴𑄚𑄴 𑄝𑄬𑄇𑄴𑄪𑄚𑄮𑄢𑄴 𑄟𑄪𑄎𑄪𑄋𑄬 𑄘𑄧𑄢𑄴𑄝𑄢𑄧𑄖𑄴 𑄦𑄬𑄚𑄮𑄢𑄴𑄟𑄧𑄖𑄬 𑄇𑄪𑄠𑄝𑄪𑄣𑄧 𑄉𑄧𑄢𑄨 𑄘𑄪𑄥𑄴 𑄚𑄧 𑄛𑄬𑄣𑄬 𑄘𑄪𑄥𑄴 𑄚𑄧‘ 𑄉𑄧𑄢𑄬 𑄦𑄨𑄎𑄬𑄝𑄬 𑄝𑄨𑄝𑄬𑄌𑄧𑄚 𑄛𑄬𑄝𑄢𑄴 𑄃𑄧𑄙𑄨𑄇𑄢𑄴 𑄃𑄊𑄬।",Future
"খ, কাউকে কোনো কাজে ভুল পেলে দুঃখ দো যাবে না,যতগুলো মানুষ পৃথিবীতে আছে তাদের কাউকে কষ্ট দেওা যা না","𑄈𑄧, 𑄇𑄢𑄧𑄢𑄬 𑄇𑄧𑄚𑄧 𑄇𑄟𑄧𑄖𑄳𑄠𑄬 𑄞𑄪𑄣𑄴 𑄛𑄬𑄣𑄬𑄘𑄧𑄚𑄴𑄓𑄧 𑄛𑄃𑄨𑄛𑄢 𑄉𑄧𑄢𑄨 𑄘𑄪𑄥𑄴 𑄘𑄳𑄠𑄠 𑄚𑄧‘ 𑄡𑄬𑄝𑄧, 𑄡𑄪𑄚𑄨 𑄎𑄧𑄙 𑄃𑄧𑄇𑄴𑄖𑄧𑄖𑄴 𑄘𑄬𑄏𑄧𑄢𑄴 𑄝 𑄃𑄚𑄴𑄖𑄧𑄢𑄴𑄎𑄖𑄨𑄇𑄴 𑄦𑄬𑄚𑄮𑄟𑄧𑄖𑄬 𑄘𑄧𑄚𑄴𑄓𑄧 𑄛𑄃𑄨𑄛𑄢 𑄘𑄪𑄥𑄴 𑄚𑄧‘ 𑄉𑄧𑄢𑄬।",Present
.অন্যদের সাথে দন্ড পেে থাকলে এত বেশি কষ্ট পাওা যা না,𑄃𑄢𑄧 𑄎𑄧𑄙 𑄃𑄧𑄇𑄴𑄖𑄧𑄖𑄴 𑄘𑄧𑄚𑄴𑄓𑄧 𑄛𑄃𑄨𑄛𑄢 𑄘𑄪𑄥𑄴 𑄉𑄧𑄢𑄨 𑄗𑄬𑄣𑄬 𑄡𑄬𑄖𑄴𑄧𑄟𑄚𑄴 𑄥𑄥𑄴𑄖𑄨 𑄛𑄬𑄝𑄢𑄴 𑄇𑄧𑄙 𑄃𑄬𑄣𑄧 𑄥𑄨𑄖𑄴𑄪𑄚𑄴 𑄝𑄬𑄥𑄴 𑄥𑄥𑄴𑄖𑄨 𑄘𑄳𑄠𑄠 𑄚𑄧‘ 𑄡𑄬𑄝𑄧।,Present
ধারা-১২,𑄙𑄢-𑄷𑄸,Present
কাউকে তার মতো করে হাত দো বা দো বা ভালো করে হাত দো যাবে না,"𑄇𑄢𑄧𑄢𑄬 𑄖 𑄦𑄧𑄉𑄴 𑄝𑄨𑄎𑄨𑄢𑄬, 𑄊𑄧𑄢𑄴-𑄉𑄨𑄢𑄨𑄖𑄴𑄨 𑄝 𑄌𑄨𑄘𑄨𑄛𑄳𑄝𑄳𑄢𑄧𑄧𑄖𑄳𑄠𑄬 𑄟𑄧𑄚𑄬𑄟𑄧𑄚𑄴𑄎𑄧𑄇𑄴𑄈 𑄉𑄧𑄢𑄨 𑄦𑄖𑄴 𑄘𑄬𑄚 𑄝 𑄞𑄧𑄎𑄧𑄟𑄚𑄴 𑄃𑄳𑄦 𑄛𑄰𑄚𑄋𑄨 𑄃𑄳𑄟𑄪𑄪𑄢𑄬 𑄃𑄊𑄖𑄴 𑄘𑄳𑄠𑄠 𑄚𑄧‘ 𑄡𑄬𑄝𑄧।",Future
ধারা-১৩,𑄙𑄢-𑄷𑄹,Present
"ক,সবাই আমার পিছনে দৌাদৌি করার সম আছে","𑄇𑄧, 𑄝𑄬𑄇𑄴𑄪𑄚𑄮𑄢𑄴 𑄃𑄟𑄧𑄚𑄧 𑄙𑄪𑄎𑄨 𑄞𑄨𑄘𑄨𑄢𑄬 𑄃𑄪𑄎𑄮𑄚𑄴 𑄣𑄟𑄧𑄚𑄴 𑄉𑄧𑄢𑄨𑄝𑄢𑄴 𑄃𑄳𑄦 𑄊𑄧𑄢𑄴 𑄝𑄚𑄨𑄝𑄢𑄴 𑄝𑄬𑄇𑄴𑄪𑄚𑄮𑄢𑄴 𑄃𑄧𑄙𑄨𑄇𑄢𑄴 𑄃𑄊𑄬।",Present
"খ, সবার আমার দোলটা যে কোন দোল থেকে বের হে যাওার ইচ্ছা আছে","𑄈𑄧, 𑄝𑄬𑄇𑄴𑄪𑄚𑄮𑄢𑄴 𑄃𑄟𑄧𑄚𑄧 𑄘𑄬𑄥𑄴𑄥𑄪𑄟𑄪𑄖𑄴𑄮 𑄡𑄬 𑄇𑄮𑄚𑄧 𑄘𑄬𑄥𑄴 𑄍𑄢𑄨 𑄡𑄬𑄝𑄢𑄴 𑄃𑄳𑄦𑄘𑄬𑄏𑄧𑄖𑄴 𑄜𑄨𑄢𑄨 𑄃𑄬𑄝𑄢𑄴 𑄃𑄧𑄙𑄨𑄇𑄢𑄴 𑄃𑄊𑄬।",Present
ধারা-১৪,𑄙𑄢-𑄷𑄺,Present
"ক,জুালের আাল দিে সবার ভ পার ইচ্ছা আছে","𑄇𑄧, 𑄎𑄪𑄢𑄴𑄎𑄪𑄣𑄪𑄟𑄴 𑄃𑄬𑄢𑄬𑄝𑄖𑄳𑄠𑄬 𑄝𑄬𑄇𑄴𑄪𑄚𑄮𑄢𑄴 𑄃𑄧𑄚𑄳𑄠𑄧 𑄘𑄬𑄏𑄧𑄖𑄴 𑄦𑄧𑄢𑄴 𑄛𑄬𑄝𑄢𑄴 𑄛𑄳𑄢𑄖𑄴𑄗𑄧𑄚 𑄃𑄳𑄦 𑄦𑄧𑄢𑄴𑄣𑄧𑄝𑄢𑄴 𑄃𑄧𑄙𑄨𑄇𑄢𑄴 𑄃𑄊𑄬।",Present
"খ,অপ্রান করে থাকলে জাতিসংঘের মূল নিধির কাজ থেকে রেহাই পাওা যা না","𑄈𑄧, 𑄃𑄧𑄢𑄎𑄴𑄚𑄰𑄖𑄨𑄇𑄴 𑄃𑄧𑄛𑄧𑄢𑄘𑄴 𑄉𑄧𑄢𑄨 𑄗𑄬𑄣𑄬 𑄎𑄖𑄨𑄥𑄧𑄁𑄊𑄧𑄢𑄴 𑄟𑄪𑄣𑄴 𑄚𑄨𑄙𑄨 𑄝𑄨𑄢𑄪𑄘𑄨 𑄇𑄟𑄧𑄖𑄴𑄪𑄚𑄴 𑄥𑄪𑄙𑄮𑄦𑄧𑄠𑄬 𑄎𑄪𑄢𑄴𑄎𑄪𑄣𑄪𑄟𑄚𑄨 𑄃𑄬 𑄃𑄧𑄙𑄨𑄇𑄢𑄴 𑄛 𑄚𑄧‘ 𑄡𑄬𑄃𑄨 𑄛𑄢𑄬।",Present
ধারা-১৫,𑄙𑄢-𑄷𑄻,Present
"কে, সবার জাগা আছে","𑄇𑄧, 𑄝𑄬𑄇𑄴𑄪𑄚𑄮𑄢𑄴 𑄎𑄖𑄨𑄠𑄧𑄖𑄢𑄴 𑄃𑄧𑄙𑄨𑄇𑄢𑄴 𑄃𑄊𑄬।",Present
"খ, কাকে তার দল থেকে আলাদা করা বা কার সাথে তার প্রতিযোগিতা করা যাবে না","𑄈𑄧, 𑄇𑄢𑄧𑄢𑄬 𑄖 𑄎𑄖𑄨𑄠𑄧𑄖𑄖𑄴𑄪𑄚𑄴 𑄝𑄧𑄚𑄴𑄎𑄨𑄖𑄧 𑄉𑄧𑄢𑄚 𑄝 𑄇𑄢𑄧𑄢𑄴 𑄖 𑄎𑄖𑄨𑄠𑄧𑄖 𑄝𑄧𑄘𑄧𑄣𑄝𑄧𑄘𑄧𑄣𑄧𑄢𑄴 𑄃𑄧𑄙𑄨𑄇𑄢𑄴 𑄃𑄧𑄥𑄨𑄇𑄢𑄴 𑄉𑄧𑄢 𑄚𑄧‘ 𑄡𑄬𑄝𑄧।",Future
ধারা-১৬,𑄙𑄢-𑄷𑄼,Present
"ক,বোন-বসী মেে-অতিরিক্ত মেে-সন্তান প্রসব করার সম অধিকার আছে","𑄇𑄧, 𑄝𑄧𑄢𑄧𑄚𑄴-𑄝𑄨𑄢𑄮𑄚𑄴 𑄝𑄧𑄎𑄧𑄢𑄴 𑄟𑄨𑄣𑄬-𑄟𑄧𑄢𑄧𑄘𑄧𑄢𑄴 𑄎𑄘𑄴-𑄝𑄬𑄎𑄘𑄴, 𑄎𑄖𑄨𑄠𑄧𑄖 𑄝 𑄙𑄧𑄢𑄴𑄟𑄧𑄢𑄴 𑄇𑄧𑄚𑄧 𑄃𑄨𑄎𑄬𑄝𑄴-𑄚𑄨𑄉𑄬𑄎𑄴 𑄚𑄧‘ 𑄢𑄉𑄬𑄚𑄬𑄃𑄨 𑄣𑄧𑄣𑄨𑄦𑄧𑄝𑄢𑄴 𑄃𑄳𑄦 𑄉𑄨𑄢𑄨𑄖𑄴𑄨 𑄑𑄋𑄬𑄝𑄢𑄴 𑄃𑄧𑄙𑄨𑄇𑄢𑄴 𑄃𑄊𑄬।",Present
জ্বর- জ্বর সেরে উঠার পর আবার আগের অবস্থা হেছে,𑄎𑄧𑄢-𑄡𑄧𑄘𑄧𑄚𑄴 𑄚𑄨𑄚𑄬𑄃𑄨 𑄚𑄬𑄇𑄴-𑄟𑄮𑄇𑄴 𑄗𑄚 𑄃𑄧𑄝𑄧𑄥𑄴𑄗𑄖𑄴 𑄃𑄢𑄴 𑄜𑄢𑄧𑄇𑄴 𑄦𑄧𑄘𑄬 𑄖𑄢𑄳𑄦𑄢𑄴 𑄥𑄧𑄋𑄴 𑄥𑄧𑄋𑄴 𑄃𑄧𑄙𑄨𑄇𑄢𑄴 𑄃𑄊𑄬।,Present
"খ,শুধু জো-জোর সম সম্মতি নিে মানুষ হে যাবে","𑄈𑄧, 𑄝𑄚 𑄎𑄧𑄢-𑄡𑄧𑄘𑄧𑄚𑄴 𑄉𑄧𑄢𑄨𑄝𑄢𑄴 𑄃𑄨𑄌𑄬𑄴 𑄟𑄨𑄣𑄬 𑄟𑄧𑄢𑄧𑄘𑄧𑄢𑄴 𑄈𑄪𑄣𑄟𑄬𑄣 𑄃𑄳𑄦𑄘𑄧𑄎𑄧𑄢𑄴 𑄥𑄧𑄟𑄴𑄧𑄖𑄨 𑄚𑄨𑄚𑄬𑄃𑄨 𑄚𑄬𑄇𑄴-𑄟𑄮𑄇𑄴 𑄦𑄮𑄠 𑄡𑄬𑄝𑄧।",Future
