chakma,bangla
𑄘𑄮𑄣𑄬 𑄌𑄳𑄦𑄬𑄧𑄭𑄚𑄬 𑄞𑄎 𑄝𑄬𑄋𑄴 𑄚𑄋𑄚𑄴 𑄗𑄳𑄆𑄮 𑄘𑄨𑄣𑄧 𑄖𑄢𑄳𑄦𑄬 𑄢𑄎𑄠𑄴 ।,ভালো করে দেখে ভাজা বোটা রেখে দিল তাকে
𑄃𑄢𑄬𑄇𑄴𑄳𑄠𑄧 𑄃𑄊𑄬 𑄌𑄨𑄃𑄮𑄚𑄴 𑄝𑄬𑄋𑄴 𑄇𑄨 𑄚𑄋𑄴 𑄘𑄨𑄝𑄧 𑄗𑄳𑄆𑄮,আরেকটা আছে ছোট বো কি নাম দিে আছে
𑄃𑄪𑄘𑄧 𑄚𑄧𑄛𑄢𑄴 𑄢𑄎 𑄃𑄨𑄇𑄴𑄬 𑄢𑄮𑄠𑄳𑄠 𑄃𑄟𑄴𑄝𑄧𑄇𑄴 𑄦𑄳𑄆𑄮,উ নালার রাজা এখন রোদ হেছে
𑄝𑄬𑄇𑄴𑄪𑄚𑄬 𑄇𑄧𑄚𑄴𑄬 𑄢𑄎 𑄚𑄚𑄪 𑄖𑄬𑄘𑄧 𑄇𑄪𑄘𑄪 𑄝𑄨𑄎𑄨 𑄥𑄚𑄴,সবাই বলে রাজার নািে বিে আছে
𑄇𑄬𑄎𑄚𑄴 𑄦𑄧𑄝𑄧 𑄗𑄳𑄆𑄮 𑄘𑄨𑄣𑄬 𑄖𑄢𑄳𑄦𑄬 𑄇𑄪𑄙𑄪 𑄝𑄨𑄎𑄨 𑄚𑄋𑄴,কেজান হে দিলে তাকে কোথা বিে না
𑄢𑄎 𑄇𑄧𑄣𑄧 𑄦𑄧𑄠𑄴 𑄦𑄧𑄠𑄴 𑄞𑄢𑄩 𑄈𑄪𑄏𑄨 𑄦𑄮𑄣𑄪𑄋𑄴,রাজা কল হে হে অনেক ছোট হেছে
𑄇𑄪𑄙𑄪 𑄝𑄨𑄎𑄨 𑄝𑄬𑄋𑄴 𑄖 𑄚𑄋𑄚𑄴 𑄖𑄢𑄳𑄦𑄬 𑄗𑄳𑄆𑄮 𑄘𑄨𑄣𑄪𑄋𑄴 ।,বিচি বিচি তার নামটা রেখে দিলাম
𑄢𑄎 𑄃𑄨𑄇𑄴𑄬 𑄃𑄪𑄘𑄨 𑄇𑄧𑄣𑄧 𑄝𑄧𑄣𑄴 𑄛𑄮𑄎𑄴𑄬 𑄃𑄬𑄝𑄬𑄣𑄴 𑄟𑄧𑄖𑄴𑄪𑄚𑄴,রাজা এখন কল কল করে বল পতেছে
𑄝𑄬𑄇𑄴 𑄚𑄋𑄚𑄨 𑄝𑄮𑄎𑄬 𑄘𑄬𑄚 𑄃𑄬𑄥𑄴𑄳𑄠 𑄚𑄧𑄦𑄧𑄣𑄧 𑄗𑄪𑄟𑄴 -,সব নাচাা করে দো আর শেষ হলোনা
𑄃𑄬 𑄎𑄬𑄢𑄬𑄘𑄨 𑄡𑄬𑄇𑄴𑄬 𑄓𑄉𑄨𑄟𑄴 𑄥𑄬𑄇𑄴𑄬 𑄝𑄬𑄇𑄴𑄪𑄚𑄴 𑄃𑄬𑄥𑄴𑄳𑄠,এই কারণে যখন ডাগি আসে তখন সবাই আসে
𑄝𑄉𑄨 𑄚𑄋𑄚𑄨 𑄥𑄬𑄇𑄴𑄬 𑄘𑄨𑄟𑄴 𑄃𑄨𑄇𑄴𑄬 𑄊𑄧𑄢𑄧𑄖𑄴 𑄡𑄧 ।,বামহাতি নাচগুলো এখন বািতে যাও
𑄃𑄬 𑄇𑄮𑄙𑄚𑄨 𑄇𑄳𑄆𑄮𑄚𑄬 𑄢𑄎𑄠𑄴 𑄡𑄬𑄝𑄢𑄴 𑄦𑄪𑄟𑄴 𑄘𑄨𑄣𑄧 ।,এই কথাগুলো বলে রাজা চলে গেল
𑄣𑄬𑄎𑄴 𑄍𑄢 𑄗𑄚 𑄘𑄪𑄇𑄴𑄈𑄚𑄴 𑄘𑄮𑄣𑄬 𑄥𑄮𑄢𑄬𑄣𑄧 ।,লেজ ছেে থাকা দুঃখটা ভালো
𑄃𑄨𑄇𑄴𑄳𑄠𑄬𑄢𑄨 𑄚𑄋𑄴 𑄝𑄪𑄎𑄨𑄣𑄧 𑄣𑄬𑄌𑄴𑄌𑄚𑄨 𑄉𑄬𑄣𑄧 𑄇𑄝,এক জাতী শামুকের লেজটা কেটে গেল বাি
𑄃𑄬𑄚𑄬 𑄃𑄬𑄚𑄬 𑄝𑄬𑄋𑄧 𑄉𑄧𑄛𑄴𑄛𑄚𑄴 𑄃𑄨𑄃𑄧𑄖𑄴 𑄉𑄮𑄣𑄴𑄪𑄋𑄴 𑄖𑄮𑄞 ।,এনে এনে ব্যাঙের ডিমগুলো এই ব ব তরকারি
𑄢𑄧𑄋𑄴𑄛𑄪𑄘𑄨𑄣𑄮𑄃𑄨 𑄥𑄮𑄚𑄝𑄨𑄢𑄴 𑄝𑄨𑄎𑄪𑄖𑄴 𑄝𑄬𑄢𑄚,রংপুটি দিে সোনার বিে বোনো
𑄢𑄧𑄋𑄴𑄛𑄪𑄘𑄨𑄣𑄮𑄭 𑄥𑄮𑄚𑄝𑄨 𑄝𑄨𑄎𑄪𑄖𑄴𑄖𑄬𑄭 𑄜𑄪𑄣𑄴 𑄖𑄪𑄣𑄧𑄘𑄧𑄚𑄴 ।,রংতুলি দিে সোনা বিঝুর জন্য ফুল তুলতেছে
𑄢𑄧𑄋𑄴𑄛𑄪𑄘𑄨𑄣𑄮𑄭 𑄥𑄮𑄚𑄝𑄨 𑄍𑄧𑄢𑄖𑄴 𑄉𑄘𑄧𑄘𑄧𑄚𑄴 ।,রংবেরঙের সোনা বিে ঘুরতেছে
𑄢𑄧𑄋𑄴𑄛𑄪𑄘𑄨𑄣𑄮𑄭 𑄥𑄮𑄚𑄝𑄨 𑄍𑄧𑄢𑄚𑄧𑄢𑄬 𑄎𑄪𑄘𑄨𑄚𑄬𑄭 𑄜𑄪𑄣𑄴 𑄞𑄎𑄘𑄧𑄚𑄴 ।,রংবেরঙের সোনা বিে করার সম ফুল ফুটতেছে
𑄊𑄧𑄢𑄧𑄖𑄴 𑄝𑄧𑄎𑄨 𑄉𑄪𑄢𑄧𑄞𑄬𑄭𑄝𑄱 𑄜𑄪𑄣𑄴𑄍𑄧𑄢 𑄉𑄘𑄢𑄴 𑄃 𑄝𑄧𑄢𑄴𑄝𑄮𑄚𑄴𑄚𑄮 𑄥𑄨𑄉𑄪𑄚𑄴 𑄊𑄧𑄢𑄧 𑄘𑄮𑄢𑄧𑄖𑄴 𑄑𑄋𑄢𑄴 ।,বািে বসা বুোটা ফুলের গাদা দিে ববোনের বাসা বসে আছে
𑄢𑄧𑄋𑄴𑄛𑄪𑄘𑄨𑄣𑄮𑄭 𑄥𑄮𑄚𑄝𑄨 𑄉𑄧𑄢𑄪-𑄍𑄉𑄧𑄣𑄪𑄚𑄧𑄢𑄬 𑄜𑄪𑄣𑄴𑄍𑄧𑄢 𑄛𑄨𑄚𑄬𑄭 𑄘𑄬𑄘𑄧𑄚𑄴 ।,রংবেরঙের সোনার গরু-ছাগলকে ফুলছাা পে দে
𑄖𑄢 𑄘𑄨𑄝𑄮𑄚𑄬 𑄇𑄮𑄎𑄮𑄭 𑄛𑄚𑄨 𑄥𑄨𑄘𑄨 𑄘𑄬𑄘𑄧𑄚𑄴 ।,তারা দুইজন মিলে পানি সেলাই করছে
𑄢𑄧𑄋𑄴𑄛𑄪𑄘𑄨𑄣𑄮𑄭 𑄥𑄮𑄚𑄝𑄨 𑄊𑄧𑄢𑄧 𑄃𑄪𑄘𑄧𑄚𑄧𑄖𑄴 𑄇𑄪𑄢𑄧𑄉𑄪𑄚𑄧𑄢𑄬 𑄙𑄚𑄴 𑄍𑄨𑄘𑄨 𑄘𑄬𑄘𑄧𑄚𑄴 ।,রংবেরঙের সোনার বািে কুকুরগুলো ধান ছিঁে দিচ্ছে
"𑄖𑄢 𑄘𑄨 𑄝𑄮𑄚𑄬 𑄛𑄨𑄘𑄳𑄠𑄬 𑄝𑄚𑄘𑄧𑄚𑄴, 𑄖𑄟𑄴𑄟 𑄛𑄨𑄘𑄬𑄃𑄚𑄨 𑄞𑄎 ।","তারা দুই বোন পিঠা বানাচ্ছে,তার মা পিঠা বানাচ্ছে"
𑄢𑄧𑄋𑄴𑄛𑄪𑄘𑄨𑄣𑄮𑄭 𑄥𑄮𑄚𑄝𑄨 𑄟-𑄝𑄛𑄴 𑄃 𑄟𑄪𑄢𑄪𑄝𑄴𑄝𑄨𑄃𑄪𑄚𑄧𑄢𑄬 𑄎𑄪𑄏𑄪 𑄉𑄧𑄖𑄴𑄖𑄧𑄚𑄴 ।,রংবেরঙের সোনাবি মা-বাবা এই লোকগুলোকে জুে দিচ্ছে
"𑄃𑄘𑄟𑄧𑄖𑄴 𑄉𑄧𑄢𑄨𑄠𑄬 𑄚𑄎𑄨𑄠𑄬 𑄃𑄬𑄌𑄴𑄳𑄠𑄚𑄴, 𑄘𑄨 𑄝𑄮𑄚𑄬 𑄖𑄢𑄢𑄬 𑄌𑄬𑄝𑄖𑄴𑄖𑄬𑄭 ।","গ্রাম করে নাচতে এসেছে,দুই বোন তাদেরকে দেখতে এসেছে"
𑄊𑄧𑄢𑄨𑄠𑄬 𑄚𑄎𑄨𑄠𑄬𑄃𑄪𑄚𑄧 𑄥𑄧𑄟𑄢𑄬 𑄉𑄪𑄢𑄧𑄃𑄪𑄚𑄧 𑄟𑄧𑄚𑄧 𑄈𑄪𑄎𑄨𑄠𑄬 ।,বািে নাচিেরা একসাথে সুখ পেতেছে
𑄏𑄢𑄧𑄖𑄴 𑄝𑄌𑄴 𑄇𑄝𑄚,জঙ্গল পরিষ্কার করা
𑄝𑄨𑄖𑄴𑄘𑄪𑄖𑄴 𑄃 𑄥𑄪𑄚𑄨𑄣𑄬 𑄃𑄧𑄟𑄧𑄇𑄧𑄘𑄧 𑄇𑄟𑄴𑄟𑄱 ।,স্বপ্নে দেখলে অনেক কাজ করতে হ
𑄖𑄢 𑄘𑄨𑄎𑄧𑄚𑄬 𑄏𑄢𑄧 𑄝𑄌𑄴 𑄇𑄝 𑄡𑄘𑄧𑄚𑄴 ।,তারা দুইজন জঙ্গলের বাঁশ কাটতে যাচ্ছে
𑄏𑄢𑄧𑄖𑄴 𑄡𑄬𑄚𑄬𑄃𑄨 𑄃𑄬𑄇𑄴𑄇𑄚𑄴 𑄛𑄬𑄇𑄴 𑄝𑄎𑄖𑄴 𑄃𑄪𑄘𑄨𑄣𑄇𑄴 ।,জঙ্গলের মধ্যে যেন একটা পাখি লাফিে উঠল
𑄝𑄨𑄖𑄴𑄘𑄪𑄖𑄬 𑄢𑄬𑄘𑄮𑄖𑄴 𑄈𑄬𑄝𑄢𑄴 𑄢𑄚𑄬𑄢𑄴 ।,.বিদাে রাতে খাওার জন্য রওনা হওা
𑄥𑄪𑄚𑄨𑄣𑄬 𑄘𑄢𑄴𑄝𑄮 𑄖𑄮𑄉𑄬𑄃𑄨 𑄃𑄚𑄳𑄠𑄬 ।,শুনে দািে আনে
𑄖𑄢 𑄈 𑄙𑄧𑄢𑄴𑄣𑄇𑄴 ।,তাদের খাওার অভ্যাস
𑄢𑄬𑄘𑄮𑄖𑄴 𑄟𑄮𑄎𑄮𑄢𑄨 𑄞𑄨𑄘𑄨𑄢𑄬 𑄊𑄪𑄟𑄴 𑄡𑄚𑄴 ।,রাতের বেলা মেেরা মাদুরের উপর ঘুমা
𑄝𑄬𑄚𑄴𑄚𑄳𑄠 𑄖𑄢 𑄝𑄌𑄴 𑄇𑄝 𑄙𑄧𑄢𑄴𑄣𑄇𑄴 ।,বেইনটা তাদের বাঁশ কেটে ধরলো
𑄝𑄌𑄴𑄌𑄪𑄚𑄴 𑄌𑄣𑄨 𑄝𑄚𑄨𑄣𑄇𑄴 ।,কাপের চালি বানানো হ
𑄌𑄣𑄨𑄃𑄪𑄚𑄴𑄘𑄧𑄃𑄨 𑄌𑄧𑄢𑄘𑄨 𑄖𑄢 𑄝𑄎𑄢𑄧𑄖𑄴 𑄉𑄬𑄣𑄇𑄴 ।,টিনের চালা দিে তারা বাজারে গেল
𑄝𑄎𑄢𑄧𑄖𑄴 𑄝𑄌𑄴𑄌𑄪𑄚𑄴 𑄝𑄬𑄎𑄨𑄣𑄇𑄴 ।,বাজারে বিচি বিচি
𑄝𑄬𑄎𑄨𑄚𑄬𑄃𑄨 𑄞𑄣𑄪𑄇𑄴𑄇𑄪𑄚𑄴 𑄑𑄬𑄋 𑄛𑄬𑄣𑄇𑄴 ।,সবাই অনেক টাকা পেেছে
𑄢𑄧𑄎𑄬𑄠𑄬 : 𑄳𑄢𑄨𑄛𑄧𑄚𑄴 𑄖𑄳𑄢𑄨𑄛𑄪𑄢,"রগচটা, রগচটা, রগচটা"
𑄏𑄢𑄧𑄢𑄴 𑄟𑄟𑄪,জঙ্গলের মাা
"𑄥𑄨𑄠𑄬𑄚𑄧𑄖𑄴 𑄃𑄬𑄃𑄨𑄖𑄴, 𑄦𑄧𑄢𑄨𑄋𑄴, 𑄥𑄛𑄴 𑄃 𑄥𑄨𑄠𑄬𑄣𑄴 𑄃𑄉𑄧𑄚𑄴","সেখানে এই, হরিণ, সাপ এই সেখানে আছে"
"𑄥𑄨𑄠𑄬𑄚𑄧𑄖𑄴 𑄃𑄬𑄥𑄨𑄖𑄴, 𑄃𑄧𑄢𑄨𑄋𑄴 𑄥𑄛𑄴 𑄃 𑄥𑄨𑄠𑄬𑄣𑄴 𑄃𑄉𑄧𑄚𑄴 ।","সেখানে এসি,অতিরিক্ত সাপ আছে সেখানে"
𑄏𑄢𑄧 𑄉𑄎𑄴𑄥𑄪𑄚𑄧𑄘𑄧𑄭 𑄃𑄬𑄟𑄚𑄴 𑄃 𑄛𑄬𑄇𑄴𑄇𑄪𑄚𑄧𑄢𑄴 𑄎𑄧𑄘𑄧𑄛𑄧𑄘𑄬 𑄞𑄝𑄴 ।,জঙ্গলের মধ্যে এই পোকামাকগুলো সবসম আছে
𑄏𑄢𑄧 𑄞𑄨𑄘𑄨𑄢𑄬 𑄃𑄬𑄇𑄴 𑄘𑄨𑄚𑄴𑄚𑄳𑄠𑄬 𑄟𑄟𑄪 𑄥𑄨𑄠𑄬𑄣𑄴𑄣𑄳𑄠𑄬𑄢𑄴 𑄟𑄬𑄣 𑄃𑄧𑄢𑄴 ।,জঙ্গলের ভিতরে এক দিন মেে তাাতাি চলে যা
"𑄟𑄬𑄣𑄖𑄴 𑄞𑄬𑄇𑄴 𑄃𑄬𑄟𑄚𑄴, 𑄛𑄬𑄇𑄴 𑄃 𑄉𑄎𑄴𑄥𑄪𑄚𑄴 𑄃𑄬𑄌𑄳𑄠𑄚𑄴 ।",".মেলা ভ আছে,পেকে একটা গাছ আসতেছে"
"𑄟𑄬𑄣𑄖𑄴 𑄊𑄧𑄚𑄴𑄘𑄧, 𑄝𑄨𑄚𑄨𑄞𑄖𑄴 𑄃 𑄟𑄨𑄖𑄴𑄖𑄚𑄴𑄚𑄧 𑄢𑄚 𑄦𑄮𑄠𑄬 ।",".মেলা তরকারি, বিেতে তরকারিটা রান্না করা হ"
𑄝𑄬𑄇𑄴𑄇𑄪𑄚𑄬 𑄎𑄧𑄘𑄧𑄝𑄧𑄘𑄬 𑄥𑄪𑄠𑄧𑄖𑄴 𑄉𑄧𑄢𑄨 𑄈𑄬𑄣𑄇𑄴 ।,সবাই ভালো করে খেলো
𑄟𑄟𑄨 𑄥𑄨𑄠𑄬𑄣𑄧𑄚𑄨𑄢𑄬 𑄛𑄬𑄇𑄴𑄇𑄱 𑄜𑄪𑄣𑄴 𑄌𑄧𑄢 𑄃𑄚𑄨 𑄘𑄨𑄣𑄧 ।,মেেটি সিেলকে কবুতরের ফুলের চা এনে দিল
"𑄇𑄨𑄠𑄧𑄠𑄴 𑄇𑄨𑄠𑄧𑄠𑄴 𑄃𑄟𑄴, 𑄎𑄟𑄴, 𑄃𑄚𑄌𑄴 𑄃 𑄇𑄧𑄣 𑄃𑄚𑄨 𑄘𑄪𑄃𑄧𑄚𑄴 ।","কি কি আম,জাম,আনার আ কলা আনে"
𑄟𑄟𑄪𑄣𑄧𑄭 𑄟𑄟𑄨 𑄥𑄨𑄠𑄬𑄣𑄳𑄠 𑄥𑄨𑄠𑄬𑄣𑄧𑄚𑄨 𑄎𑄧𑄘𑄬𑄛𑄧𑄘𑄬 𑄈𑄪𑄎𑄨 𑄃𑄧𑄣𑄇𑄴 ।,পাহাের মেে তাাতাি তাাতাি খুঁজতে আসলাম
𑄌𑄚𑄧𑄢𑄴 𑄝𑄪𑄢𑄨,"চাঁদি, চাঁদি"
𑄌𑄚𑄧 𑄘𑄬𑄎𑄧𑄖𑄴 𑄃𑄬𑄇𑄴𑄇𑄱 𑄝𑄪𑄢𑄧 𑄟𑄨𑄣𑄬 𑄃𑄬𑄣𑄧 ।,সূর্য ডোবার সম এক মেে আসলো
𑄃𑄬𑄇𑄴𑄘𑄨𑄚𑄴𑄚𑄳𑄠 𑄟𑄧𑄚𑄧 𑄈𑄪𑄎𑄨𑄠𑄬 𑄖𑄬 𑄃𑄉𑄎𑄧𑄖𑄴 𑄃𑄪𑄢𑄨 𑄝𑄬𑄢𑄢𑄴 ।,এক দিন সে মন দিে ঘুরে বো
𑄝𑄪𑄢𑄨𑄢𑄬 𑄘𑄬𑄉𑄨 𑄃𑄬𑄇𑄴𑄇𑄱 𑄢𑄧𑄋𑄴𑄌𑄧𑄋𑄴𑄋𑄳𑄠 𑄛𑄪𑄢𑄨 𑄃𑄬𑄣𑄧 ।,বুোটাকে দেখে একটা রংচঙে পরী আসলো
𑄛𑄧𑄢𑄨𑄝𑄱 𑄝𑄪𑄢𑄨𑄢𑄬 𑄃𑄬𑄇𑄴𑄇𑄚𑄴 𑄥𑄪𑄉𑄪𑄚𑄧 𑄇𑄝𑄧𑄢𑄴 𑄘𑄨𑄣𑄧 ।,পতে হবে বুোকে একটি সুঁচালো কাপ দিল
𑄝𑄪𑄢𑄨 𑄥𑄬 𑄇𑄝𑄧𑄢𑄚𑄴 𑄛𑄨𑄚𑄨𑄣𑄧 ।,বুো সে কাপ পলো
𑄝𑄪𑄢𑄨𑄢𑄬 𑄛𑄧𑄢𑄨𑄝𑄱 𑄖 𑄘𑄬𑄎𑄧𑄖𑄴 𑄚𑄬𑄎𑄬𑄣𑄧 ।,বুোটা তার দোলে নিতে হবে
𑄛𑄧 𑄢𑄨𑄝𑄱 𑄝𑄪𑄢𑄨𑄢𑄬 𑄖-𑄘𑄬𑄎𑄖𑄴 𑄚𑄬𑄎𑄬𑄣𑄧 ।,পুা বুিটা তাাতাি নিে গেল
𑄌𑄚𑄧𑄢𑄴 𑄝𑄨𑄢𑄨,চামা বিি
𑄷 𑄚𑄧𑄟𑄴𑄝𑄧𑄢𑄴 𑄜𑄧𑄉𑄧𑄘𑄋𑄴 : 𑄸𑄶𑄶𑄾,১ নম্বর বিজ্ঞপ্তি: ২০০৮
[ 𑄃𑄪𑄞𑄉𑄩𑄖 𑄴],.উভাগী
𑄷. 𑄟𑄥𑄬 𑄈𑄬𑄣𑄧 𑄥𑄨𑄣𑄧 𑄇𑄬𑄃𑄨 𑄚𑄧 𑄘𑄬𑄣𑄬 𑄖𑄧𑄢𑄬 𑄌𑄨𑄇𑄧𑄚𑄴 𑄝𑄬𑄃𑄨 𑄚𑄧 𑄛𑄢𑄧𑄋- 𑄗𑄬𑄃𑄨 ।,১.মাসে খেলার শীল না দিলে তোমাকে চিকন করে দেখতে পারতেছি না
𑄸. 𑄃𑄪𑄢𑄬𑄢𑄴 𑄛𑄧𑄇𑄴𑄈𑄨 𑄖𑄧𑄣𑄴 𑄍𑄬𑄃𑄨𑄠 𑄍𑄢𑄨𑄘𑄧 𑄚𑄧 𑄛𑄢𑄨𑄟𑄴 𑄖𑄧 𑄟𑄬𑄃𑄨𑄠 ।,২. উের তলানি ছেে যেতে পারবো না তোমার মেে
𑄹.𑄍𑄧𑄢𑄍𑄧𑄢𑄨 𑄝𑄨𑄣𑄴 𑄦𑄧𑄝𑄧 𑄖𑄧𑄢𑄴 𑄦𑄘𑄧 𑄛𑄚𑄴 𑄈𑄨𑄣𑄨𑄇𑄴 𑄦𑄩𑄣𑄴 𑄦𑄧𑄝𑄧 ।,.তিন.ছাচা করলে তোমার হাতের পান খিলিক হে যাবে
𑄺. 𑄝𑄧𑄚𑄧𑄖𑄴 𑄘𑄧𑄉𑄧𑄢𑄬𑄢𑄴 𑄦𑄧𑄢𑄨𑄋𑄴 𑄥𑄧 𑄖𑄧𑄢𑄬 𑄚𑄧 𑄘𑄬𑄣𑄬 𑄟𑄧𑄢𑄨𑄟𑄴 𑄝𑄧𑄧 ।,বন থেকে ভের হরিণ সে তোমাকে না পেলে মরে যাবে
𑄻.𑄓𑄨𑄋𑄴𑄉𑄨 𑄇𑄪𑄣𑄬𑄟𑄴𑄝𑄨 𑄖𑄧 𑄊𑄑𑄧𑄖𑄴 𑄟𑄧𑄢𑄴 𑄃𑄥𑄧𑄣𑄴 𑄟𑄪𑄣𑄴 𑄛𑄧𑄢𑄕𑄚𑄴 𑄖𑄧 𑄦𑄖𑄧𑄖𑄴 ।,এক.ডিঙি কুলে তোমার ঘাটে আমার আসল প্রাণটা আছে
][,"১. (দা, ছুরি প্রভৃতি) শান দেওা; ২. (দা, ছুরি প্রভৃতির) শান"
𑄜𑄧𑄢𑄈𑄪𑄣𑄧 𑄟𑄌𑄴𑄖𑄧𑄢𑄧 𑄛𑄱।,এক জাতী মাছ
𑄖 𑄝𑄝𑄬 𑄈𑄬𑄋𑄧𑄖𑄳𑄠 𑄛𑄳𑄢𑄃𑄨𑄟𑄢𑄨 𑄃𑄨𑄥𑄴𑄇𑄪𑄣𑄧 𑄟𑄌𑄴𑄖𑄧𑄢𑄴।,তার বাবা-মা প্রাইমারী ইস্কুলের শিক্ষক
𑄘𑄨 𑄞𑄬𑄃𑄨 𑄃𑄬𑄇𑄴𑄝𑄮𑄚𑄴।,দুই ভাই এক বোন
𑄟𑄌𑄴𑄖𑄧𑄢𑄴 𑄃𑄨𑄎𑄬𑄝𑄬 𑄈𑄬𑄋𑄧𑄖𑄳𑄠𑄢𑄴 𑄃𑄘𑄟𑄧𑄖𑄴 𑄝𑄬𑄌𑄴 / .. 𑄟𑄚𑄴 𑄥𑄧𑄢𑄴𑄟𑄚𑄴।,মাছ ধরার মেশিনটা গ্রামে বেশি খেেছে/মন দিে
𑄝𑄝𑄧𑄢𑄴 𑄘𑄨𑄚𑄬 𑄎𑄉 - 𑄎𑄧𑄟𑄨𑄚𑄴𑄣𑄮𑄃𑄨 𑄃𑄳𑄦 𑄌𑄉𑄢𑄨 𑄛𑄧𑄃𑄨𑄎𑄳𑄠𑄬𑄣𑄮𑄃𑄨 𑄘𑄮𑄣𑄴 𑄉𑄨𑄢𑄨𑄖𑄴𑄖𑄨।,ব দিনে জাগা- জমি- জঙ্গল দিে সুন্দর বাগান
𑄝𑄬𑄉𑄬 𑄇𑄧𑄚𑄴 𑄟𑄌𑄴𑄖𑄧𑄢𑄧 𑄛𑄱 𑄣𑄬𑄉 𑄚𑄧 𑄛𑄧𑄢𑄴𑄣𑄬 𑄇𑄧𑄚𑄴𑄚 𑄛𑄢𑄨𑄝𑄧।,দ্রুত কোন মাছ ধরতে না পারলে কে পারবে
𑄛𑄨𑄖𑄴𑄗𑄨𑄟𑄨 𑄥𑄪𑄘𑄮𑄟𑄴 𑄠𑄚𑄴 𑄝𑄬𑄣𑄬 𑄃𑄪𑄉𑄪𑄙𑄧 𑄝𑄬𑄌𑄴 𑄦𑄧𑄠𑄴।,পৃথিবীতে সুখ-দুঃখ বেশি হ
𑄈𑄬𑄋𑄧𑄖𑄳𑄠 𑄟𑄌𑄴𑄖𑄧𑄎𑄳𑄠𑄬𑄖𑄴𑄖𑄬 𑄃𑄮 𑄥𑄨𑄠𑄚𑄴 𑄦𑄧𑄣𑄧।,খোল মাছ ধরতেও সেটা হলো
𑄞𑄧𑄉𑄧𑄝𑄚𑄴 𑄚𑄮 𑄇𑄨𑄖𑄳𑄠𑄬 𑄎𑄬𑄚𑄬 𑄈𑄬𑄋𑄧𑄖𑄳𑄠 𑄟𑄌𑄴 𑄖𑄧𑄎𑄳𑄠𑄖𑄴 𑄖𑄪𑄚𑄴 𑄃𑄧𑄚𑄳𑄠𑄧𑄟𑄧𑄇𑄳𑄠𑄬 𑄊𑄪𑄢𑄬 𑄚𑄬 / . . . 𑄛𑄨𑄖𑄴 𑄗𑄨𑄟𑄨𑄢𑄴 𑄇𑄧𑄚𑄧 𑄟𑄚𑄬𑄃𑄨𑄠𑄧𑄢𑄴 𑄈𑄧𑄝𑄧𑄢𑄴 𑄛𑄬𑄝𑄢𑄴 𑄚𑄧𑄠𑄴।,ভগবান না কি জানি খেে খেে মাছটা আর ঘুরতে পারে না
𑄓𑄋𑄧𑄢𑄴 𑄛𑄱 𑄝𑄮 𑄘𑄳𑄦𑄨𑄝𑄢𑄴 𑄟𑄬𑄑𑄳𑄢𑄨𑄇𑄴 𑄛𑄧𑄢𑄨𑄇𑄴 𑄈𑄬 𑄘𑄨 𑄇𑄧𑄚𑄧 𑄝𑄝𑄧𑄘𑄬 𑄒𑄬𑄣𑄨 𑄒𑄬𑄣𑄨 𑄃𑄃𑄨. 𑄃𑄬. 𑄛𑄥𑄴।,ডাঙর ছেলে ম্যাট্রিক পরীক্ষা খেে কোন রকমে বেঁচে আছে
𑄝𑄨. 𑄃𑄬. 𑄇𑄬𑄣𑄎𑄧𑄖𑄴 𑄡𑄬𑄃𑄨𑄚𑄬 𑄍𑄧𑄢𑄖𑄴 𑄃𑄢𑄌𑄉𑄧𑄥𑄚𑄴 𑄡𑄬𑄃𑄨 𑄝𑄏𑄨 𑄢𑄧𑄣𑄧 𑄣𑄧𑄢𑄨𑄝𑄢𑄴 𑄣𑄧𑄇𑄴𑄈𑄧𑄚𑄴 𑄚𑄬𑄃𑄨।,বি. এ. ক্লাস ফাকি দিে যে কামরাটা রেছে সেটার কোনো চিহ্ন নেই
𑄥𑄬𑄌𑄴𑄟𑄬𑄌𑄴 𑄝𑄱 𑄃𑄚𑄨 𑄘𑄨 𑄇𑄧𑄚𑄧 𑄝𑄝𑄧𑄘𑄬 𑄥𑄪𑄉𑄮 /𑄊𑄮 𑄝𑄳𑄦𑄧 𑄚𑄨𑄏𑄌𑄴 𑄍𑄢𑄨𑄝𑄢𑄴 𑄃𑄬𑄇𑄴𑄇 𑄎𑄪 𑄛𑄬𑄣𑄧।,সেচের পানি এনে কোনো রকমে গোসল করার জন্য একটু সুযোগ পেল
𑄖 𑄎𑄬𑄢𑄬 𑄏𑄨𑄝𑄮 𑄝𑄋𑄮𑄘𑄨 𑄟𑄬𑄑𑄳𑄢𑄨𑄇𑄴 𑄛𑄥𑄴 𑄉𑄧𑄢𑄨 𑄢𑄋𑄟𑄖𑄳𑄠𑄬 𑄇𑄧𑄣𑄬𑄎𑄧𑄖𑄴 𑄞𑄧𑄖𑄴𑄖𑄨 𑄦𑄧𑄣𑄧।,তার পরে ঝিটা বামে করে লালমািতে ভর্তি হলো
