Fourth Division,First Division
"আমার সাথে অনেকগুলো কাপড়চোপড় আছে-কাপড়চোপড়,বই,আলমারি,রেক,তোশক একটা দুইটা না।","𑄞𑄣𑄧𑄇𑄴𑄇𑄚𑄳𑄦𑄨 𑄛𑄧𑄏 𑄃𑄊𑄬 𑄟𑄧 𑄣𑄧𑄊𑄬 – 𑄇𑄝𑄧𑄢𑄴 𑄌𑄪𑄝𑄮𑄢𑄴, 𑄝𑄳𑄦𑄮𑄠𑄴, 𑄃𑄣𑄴𑄟𑄢𑄨, 𑄗𑄇𑄴, 𑄖𑄧𑄏𑄧𑄇𑄴, 𑄃𑄬𑄇𑄴𑄊𑄚𑄴 𑄘𑄨𑄠𑄳𑄦𑄬𑄚𑄴 𑄚𑄳𑄦𑄧𑄠𑄴𑅁"
তার কেন এতগুলো কাপড়চোপড়?এতগুলো কাপড়চোপড় কোথায় রাখবে?,𑄃𑄳𑄦𑄬𑄇𑄴𑄇𑄚𑄨 𑄇𑄨 𑄛𑄧𑄏𑄞𑄨𑄢𑄬 𑄖𑄢𑄴? 𑄃𑄬 𑄛𑄧𑄏𑄞𑄨𑄢𑄬 𑄇𑄪𑄙𑄪 𑄥𑄪𑄟𑄪𑄢𑄨𑄝𑄮?
পশ্চিম দিকে,𑄛𑄧𑄏𑄨𑄟 𑄇𑄨𑄖𑄴𑄖𑄬
.তাকে আমি আধা পথে দেখছি,𑄖𑄢𑄳𑄦𑄬 𑄟𑄪𑄠𑄴 𑄃𑄙 𑄛𑄧𑄙𑄧𑄖𑄴 𑄣𑄊𑄧𑄖𑄴 𑄛𑄨𑄠𑄳𑄦𑄮𑄁𑄉𑄬
"সে কেন পাগলের মতো পথে পথে ঘুরতেছে?লম্বা পথ,যেতে যেতে শেষ নাই","𑄥𑄨𑄝𑄬 𑄇𑄨 𑄛𑄉𑄧𑄣𑄧 𑄙𑄮𑄇𑄴𑄇𑄬 𑄛𑄧𑄙𑄬 𑄛𑄧𑄙𑄬 𑄊𑄪𑄢𑄬𑄢𑄴? 𑄣𑄟𑄴𑄝 𑄌𑄪𑄉𑄪𑄢𑄮 𑄛𑄧𑄖𑄴, 𑄎𑄘𑄬 𑄎𑄘𑄬 𑄗𑄪𑄟𑄴 𑄚𑄬𑄠𑄴"
"বাঁকা পথ,সোজা পথ","𑄝𑄬𑄋 𑄛𑄧𑄖𑄴, 𑄃𑄪𑄎𑄪 𑄛𑄧𑄖𑄴"
"আঁকাবাকা পথ,ঝিরিঝিরি পথ","𑄝𑄬𑄋𑄇𑄧𑄋 𑄛𑄧𑄖𑄴, 𑄥𑄧𑄢𑄥𑄧𑄢𑄨 𑄛𑄧𑄖𑄴"
চাকমারা অতি চালাকে পথের পাশে পায়খানা করে,𑄃𑄙𑄨𑄇𑄴 𑄌𑄣𑄊𑄬 𑄛𑄧𑄙𑄧 𑄛𑄎𑄢𑄖𑄴 𑄦𑄉𑄨 𑄘𑄮𑄚𑄴𑄚𑄬 𑄌𑄁𑄟𑄳𑄦 𑄃𑄪𑄚𑄬
"পথ ভালো,বাঁকা যাও","𑄛𑄧𑄖𑄴 𑄞𑄣, 𑄝𑄬𑄋 𑄎"
পথ দেখানোর জন্য তো একজন লাগে,𑄛𑄧𑄖𑄴 𑄘𑄬𑄊𑄬𑄠𑄴 𑄘𑄨𑄠𑄬 𑄃𑄬𑄇𑄴𑄎𑄧𑄚𑄴 𑄣𑄉𑄬 𑄙𑄧
"দুই,অনেক ধরনের তরকারি",𑄸. 𑄞𑄣𑄧𑄇𑄴 𑄛𑄧𑄖𑄴 𑄖𑄮𑄚𑄴
কত তরকারি আছে  আজকে? শুধু এক তরকারি দিয়ে কীভাভে খাবে?,𑄇𑄧𑄠𑄴 𑄛𑄧𑄖𑄴 𑄃𑄊𑄬 𑄃𑄨𑄌𑄴𑄌𑄬? 𑄝𑄚 𑄃𑄬𑄇𑄴𑄛𑄧𑄖𑄴𑄖𑄳𑄠𑄬 𑄖𑄮𑄚𑄴𑄚𑄮𑄠𑄴 𑄇𑄬𑄚𑄳𑄦𑄬 𑄞𑄖𑄴 𑄈𑄬𑄘𑄧?
পথঘাট চিনে না তারপরও সে আন্দাজে বের হয়,𑄛𑄧𑄖𑄴𑄊𑄖𑄴 𑄥𑄪𑄛𑄴 𑄚𑄧 𑄛𑄨𑄠𑄳𑄦𑄬 𑄉𑄧𑄢𑄳𑄦𑄨 𑄃𑄚𑄴𑄘𑄎𑄬 𑄣𑄟𑄬𑄘𑄬 𑄖𑄬
আপনি কি পথঘাট চিনেন?,𑄖𑄪𑄠𑄴 𑄛𑄧𑄖𑄴𑄊𑄖𑄴𑄖𑄚𑄳𑄦𑄨 𑄥𑄪𑄛𑄴 𑄛𑄳𑄦𑄌𑄴 𑄝𑄧𑄏𑄧?
এখন সে মর্মাহত হয়েছে,𑄃𑄬𑄞𑄧 𑄖𑄳𑄦𑄬 𑄛𑄧𑄖𑄴𑄖𑄖𑄴𑄖𑄬 𑄖𑄬
সময় চলে যাওয়ার পর সে বিপর্যস্ত হয়েছে।,𑄥𑄧𑄟𑄧𑄠𑄴 𑄃𑄣𑄬 𑄎𑄬𑄣𑄬𑄊𑄮𑄠𑄴 𑄖𑄳𑄦𑄬 𑄛𑄧𑄖𑄴𑄖𑄬𑄝𑄧𑄘𑄬 𑄖𑄬𑅁
এক.প্রজাপতি টা উড়িতেছে,𑄷. 𑄛𑄧𑄖𑄴𑄖𑄛𑄧𑄖𑄴𑄖𑄨𑄞𑄮 𑄃𑄪𑄢𑄬𑄢𑄴
.দুই.দিন যাওয়ার পরেই সে বিপর্যস্ত হয়েছে,𑄸. 𑄘𑄨𑄚𑄴 𑄎𑄬 𑄎𑄭 𑄖𑄳𑄦𑄬 𑄖𑄢𑄴 𑄛𑄧𑄖𑄴𑄖𑄛𑄧𑄖𑄴𑄖𑄨
অমুকের ছেলে পরীক্ষায় প্রথম হয়েছে,𑄛𑄧𑄖𑄴𑄗𑄧𑄟𑄴 𑄦𑄪𑄠𑄬𑄘𑄳𑄦𑄬 𑄛𑄧𑄢𑄨𑄇𑄴𑄈𑄬𑄖𑄴 𑄜𑄧𑄣𑄧𑄚 𑄛𑄮𑄞𑄮
"স্বপ্নে না,বাস্তবে","𑄥𑄧𑄝𑄧𑄚𑄬 𑄚𑄳𑄦𑄧𑄠𑄴, 𑄛𑄧𑄖𑄴𑄖𑄧𑄟𑄳𑄦𑄬𑅁"
পদ্মফুল,𑄛𑄧𑄖𑄴𑄘𑄧𑄜𑄪𑄣𑄨
.পদুমা বাঁশকোড়ল,𑄛𑄧𑄘𑄧𑄚 𑄞𑄌𑄴𑄌𑄪𑄢𑄳𑄦𑄨
"পথ ছোট,লম্বা",𑄛𑄧𑄘𑄧𑄢𑄴 𑄝𑄙𑄨/ 𑄣𑄟𑄴𑄝
কুয়ার পানি এখনো ময়লা আছে কিছুক্ষণ থাকো একটু পরিষ্কার হোক,"𑄇𑄮𑄞𑄮 𑄛𑄚𑄳𑄦𑄨𑄃𑄚𑄴 𑄃𑄬𑄞𑄧 𑄇𑄪𑄣𑄪𑄇𑄴 𑄃𑄊𑄬, 𑄈𑄇𑄴𑄇𑄧𑄚𑄴 𑄗𑄇𑄴, 𑄃𑄬𑄇𑄴𑄇 𑄛𑄮𑄚𑄳𑄦𑄮𑄇𑄴"
পানিটা পরিষ্কার হয়েছে,𑄛𑄚𑄳𑄦𑄨𑄃𑄚𑄴 𑄛𑄮𑄚𑄳𑄦𑄬𑄠𑄬
তারা একরাত্রি শুধু কথা বলতেছে,𑄖𑄢𑄳𑄦 𑄢𑄬𑄖𑄴𑄗𑄮𑄝𑄮 𑄛𑄧𑄝𑄧𑄁 𑄛𑄧𑄝𑄧𑄁 𑄇𑄧𑄙 𑄇𑄧𑄘𑄧𑄚𑄴𑄚𑄳𑄦𑄬
দুজনে এত কিসের কথা বলতেছেন?এত কিসের কথা আপনাদের?একটু চুপ করে থাকেন না!,𑄇𑄨 𑄛𑄧𑄝𑄧𑄁 𑄛𑄧𑄝𑄧𑄁 𑄉𑄧𑄛𑄴 𑄟𑄢𑄳𑄦𑄧𑄢𑄴 𑄘𑄨𑄎𑄧𑄚𑄬? 𑄃𑄬𑄙𑄧𑄇𑄴 𑄇𑄨 𑄛𑄧𑄝𑄧𑄁 𑄛𑄧𑄝𑄧𑄁 𑄇𑄧𑄙 𑄖𑄧𑄟𑄳𑄦𑄢𑄴? 𑄎𑄪𑄢𑄮 𑄉𑄧𑄢𑄳𑄦𑄨 𑄗𑄉𑄧 𑄚𑄳𑄦!
"ঠকা খাওয়া, দেওয়া, পাওয়া","𑄛𑄧𑄢 𑄈𑄚, 𑄘𑄬𑄚, 𑄛𑄚𑄳𑄦"
কত ঠকা খেলাম আমি,𑄇𑄧𑄟𑄴𑄞 𑄛𑄧𑄢 𑄈𑄬𑄣𑄪𑄁 𑄟𑄪𑄠𑄴
স্পষ্ট স্পষ্ট - ঝাপসা ঝাপসা,𑄛𑄧𑄢𑄇𑄴 𑄛𑄧𑄢𑄇𑄴 – 𑄊𑄪𑄢𑄴 𑄊𑄪𑄢𑄴
"চশমা দেওয়ার পরেই অক্ষরগুলো স্পষ্ট করে দেখতে পারি,না হলে শুধু ঝাপসা দেখতে পাই।","𑄌𑄮𑄇𑄴𑄥𑄟 𑄘𑄨𑄣𑄳𑄦𑄬 𑄖𑄳𑄦𑄬 𑄛𑄧𑄢𑄇𑄴 𑄛𑄧𑄢𑄇𑄴 𑄉𑄧𑄢𑄳𑄦𑄨 𑄘𑄬𑄉𑄧𑄁𑄊𑄬 𑄃𑄮𑄇𑄴𑄈𑄮𑄢𑄪𑄚𑄴, 𑄚𑄧 𑄦𑄧𑄣𑄬 𑄝𑄚 𑄣𑄬𑄝𑄬𑄢𑄳𑄦 𑄏𑄬𑄝𑄬𑄢 𑄛𑄁𑄊𑄬𑅁"
এক.ঘুমিয়ে পড়া,𑄷. 𑄊𑄪𑄟𑄮𑄖𑄴 𑄛𑄧𑄢𑄚
.শুয়ে থাকা,𑄛𑄧𑄢𑄨 𑄗𑄚
শুয়ার ইচ্ছা,𑄛𑄧𑄢 𑄃𑄬𑄎𑄚𑄳𑄦
"ঘুম আসতেছে,কিছুক্ষণ একটু শুয়ে পড়ি","𑄊𑄪𑄟𑄴 𑄃𑄬𑄎𑄬𑄖𑄴𑄗𑄬, 𑄈𑄇𑄴𑄇𑄧𑄚𑄴 𑄃𑄬𑄇𑄴𑄇 𑄛𑄧𑄢𑄧𑄁"
শুয়ে শুয়ে পড়াশোনা কর,𑄛𑄪𑄌𑄴𑄎𑄬 𑄛𑄪𑄌𑄴𑄎𑄬 𑄣𑄬𑄊 𑄚𑄧 𑄛𑄧𑄢𑄳𑄦𑄨𑄌𑄴
আমার দুপুরে ভাত খাওয়ার পর শুয়ে থাকতে ইচ্ছে করে,𑄘𑄨𑄝𑄪𑄌𑄴𑄍𑄬 𑄞𑄖𑄴 𑄈𑄬𑄈𑄭 𑄃𑄬𑄇𑄴𑄇 𑄛𑄧𑄢 𑄃𑄬𑄏𑄬 𑄟𑄧𑄖𑄴𑄗𑄪𑄚𑄴
বাচ্চাটাকে শুয়ে দিন,𑄉𑄪𑄢𑄮𑄞𑄮𑄢𑄬 𑄛𑄧𑄢𑄉𑄮𑄠𑄴
বাচ্চটা তার পুতুলটাকে ভালো করে কাপড় দিয়ে শুয়ে দিল,𑄉𑄪𑄢𑄮𑄠𑄬 𑄖 𑄛𑄪𑄖𑄪𑄣𑄴𑄣𑄳𑄦𑄮𑄢𑄬 𑄘𑄮𑄣𑄬 𑄇𑄝𑄧𑄢𑄴 𑄃𑄮𑄢𑄳𑄦𑄬 𑄘𑄨𑄚𑄬𑄠𑄴 𑄛𑄮𑄢𑄬 𑄗𑄧𑄣𑄧
সে নাকি ৩ তলা থেকে ঝরে পড়লো,𑄖𑄬 𑄞𑄬𑄣𑄬 𑄖𑄨𑄚𑄴𑄖𑄣𑄖𑄴𑄗𑄪𑄚𑄴 𑄏𑄪𑄢𑄨 𑄛𑄧𑄣𑄴𑄣𑄧𑄙𑄬
বাড়িটা খালি করে আছে,𑄹. 𑄊𑄧𑄢𑄳𑄦𑄚𑄴 𑄃𑄬𑄚𑄳𑄦𑄝𑄘𑄬 𑄛𑄧𑄢𑄨 𑄃𑄉𑄬𑄙𑄬
গাড়িটা অনেক দিন হলো সেখানে আছে,𑄉𑄢𑄳𑄦𑄨𑄃𑄚𑄴 𑄞𑄣𑄧𑄇𑄴𑄘𑄨𑄚𑄴 𑄦𑄧𑄣𑄧 𑄛𑄧𑄢𑄨 𑄃𑄉𑄬𑄙𑄬
সে কাজটি এখনো তো পড়ে আছে,𑄺. 𑄥𑄬 𑄇𑄟𑄳𑄦𑄚𑄴 𑄙𑄧 𑄃𑄬𑄞𑄧 𑄥𑄬𑄚𑄳𑄦𑄝𑄘𑄬 𑄛𑄧𑄢𑄨 𑄃𑄊𑄬
আবার পিছনে পড়েছে সে,𑄃𑄢𑄳𑄦𑄧 𑄛𑄨𑄌𑄴𑄍𑄬 𑄛𑄪𑄌𑄴𑄏𑄬 𑄖𑄬
আজকে খুব গরম পড়েছে,𑄃𑄨𑄌𑄴𑄌𑄬 𑄃𑄧𑄟𑄧𑄉𑄧𑄘𑄧 𑄉𑄧𑄢𑄧𑄟𑄴 𑄛𑄪𑄌𑄴𑄏𑄬
আমার তাকে পছন্দ হয়েছে,𑄟𑄧𑄖𑄴𑄗𑄪𑄚𑄴 𑄙𑄧 𑄖𑄢𑄳𑄦𑄬 𑄟𑄧𑄚𑄧𑄖𑄴 𑄛𑄪𑄌𑄴𑄏𑄬 𑄥𑄮
পছন্দ হওয়ার মতো একটা কথা বলল সে,𑄟𑄧𑄚𑄧𑄖𑄴 𑄛𑄧𑄢𑄬 𑄛𑄳𑄦 𑄇𑄧𑄙 𑄇𑄧𑄣𑄳𑄦𑄧 𑄃𑄬𑄇𑄴𑄊𑄚𑄴 𑄖𑄬
আমার কাজটা করতে হবে,𑄻. 𑄟𑄧𑄖𑄴𑄗𑄪𑄚𑄴 𑄇𑄟𑄳𑄦𑄚𑄴 𑄉𑄧𑄢𑄳𑄦 𑄛𑄧𑄢𑄨𑄝𑄮
তোমাদের শীল পালন করতে হবে,𑄖𑄧𑄟𑄳𑄦𑄢𑄴 𑄥𑄨𑄣𑄴 𑄛𑄣 𑄛𑄧𑄢𑄨𑄝𑄮𑅁
পরান্নে পরানি,𑄛𑄧𑄢𑄚𑄴𑄐𑄬 – 𑄛𑄧𑄢𑄚𑄨
প্রাণর পরাণ,𑄛𑄧𑄢𑄚𑄬 𑄛𑄧𑄢𑄚𑄴
"গাছেরও নাকি প্রাণ আছে, তুমি কী জানো? আমার প্রাণটা আগে থেকে খবর দেয় এরকম হবে বলে","𑄉𑄏𑄧𑄖𑄴𑄖𑄪𑄚𑄮 𑄞𑄬𑄣𑄬 𑄛𑄧𑄢𑄚𑄴 𑄃𑄊𑄬, 𑄈𑄧𑄝𑄧𑄢𑄴 𑄛𑄳𑄦𑄌𑄴 𑄖𑄪𑄠? 𑄟𑄧 𑄛𑄧𑄢𑄚𑄬 𑄎𑄚𑄴𑄘 𑄘𑄳𑄠𑄳𑄦𑄬 𑄃𑄇𑄴𑄇𑄬 𑄙𑄧𑄢𑄨, 𑄃𑄳𑄦𑄬𑄠𑄚𑄴𑄐𑄬 𑄦𑄧𑄝𑄧𑄘𑄬 𑄞𑄨𑄣𑄨𑄚𑄬𑄠𑄴"
তারা দুইজনে প্রাণের প্রাণ বন্ধু,𑄖𑄢𑄳𑄦 𑄘𑄨𑄎𑄧𑄚𑄬 𑄛𑄧𑄢𑄚𑄬 𑄛𑄧𑄢𑄚𑄴 𑄥𑄧𑄟𑄌𑄴𑄎𑄬
আমি ক্ষুধার্ত প্রাণটা যাবে নাকি থাকবে হয়েছে আমার,"𑄛𑄬𑄖𑄴 𑄛𑄪𑄢𑄬𑄖𑄴𑄖𑄬, 𑄛𑄧𑄢𑄚𑄳𑄦𑄚𑄴 𑄎𑄬𑄝𑄧 𑄚𑄳𑄦 𑄗𑄬𑄝𑄧 𑄦𑄪𑄠𑄳𑄦𑄬 𑄟𑄧𑄢𑄴"
যাকে দ্বারা হবেনা তাকে ঘষে খাওয়ালেও হবেনা,"𑄎𑄨𑄞𑄬𑄢𑄳𑄦𑄬 𑄚𑄧 𑄦𑄧𑄝𑄧, 𑄥𑄨𑄝𑄬𑄢𑄳𑄦𑄬 𑄛𑄧𑄢𑄚𑄳𑄦𑄚𑄴 𑄊𑄧𑄎𑄨 𑄈𑄝𑄬𑄣𑄬𑄠𑄳𑄦𑄮 𑄚𑄧 𑄦𑄧𑄝𑄧"
"প্রাণটা করে টিক টিক, মন বসতেছে না","𑄛𑄧𑄢𑄚𑄴 𑄉𑄧𑄢𑄳𑄦𑄬𑄢𑄴 𑄞𑄨𑄢𑄪𑄁 𑄞𑄨𑄢𑄪𑄁, 𑄌𑄨𑄖𑄴 𑄚𑄧 𑄎𑄪𑄢𑄮𑄠𑄴 𑄛𑄧𑄢𑄚𑄧𑄖𑄴"
"আজকে কেন আমার মনটা টুপুর টুপুর করতেছে,বলতে তো পারি না,এখন তো আমি ছোট না বড় হয়েছি বুঝতে পারি","𑄃𑄨𑄌𑄴𑄌𑄬 𑄇𑄨𑄠 𑄟𑄧 𑄛𑄧𑄢𑄚𑄳𑄦𑄚𑄴 𑄞𑄨𑄢𑄪𑄁 𑄞𑄨𑄢𑄪𑄁 𑄉𑄧𑄢𑄳𑄦𑄬𑄢𑄴, 𑄇𑄮𑄠𑄴 𑄙𑄧 𑄚𑄧 𑄛𑄢𑄧𑄁, 𑄃𑄨𑄇𑄴𑄈𑄬 𑄘𑄧 𑄟𑄪𑄠𑄴 𑄌𑄨𑄉𑄮𑄚𑄴 𑄚𑄳𑄦𑄧𑄠𑄴, 𑄘𑄋𑄳𑄦𑄧𑄢𑄴 𑄦𑄪𑄠𑄮𑄁, 𑄝𑄪𑄏𑄨 𑄛𑄢𑄧𑄁𑅁"
পৃথিবীর সব প্রাণী সুখী হোক,𑄛𑄨𑄖𑄴𑄗𑄨𑄟𑄨𑄢𑄴 𑄝𑄬𑄇𑄴 𑄛𑄧𑄢𑄚𑄴𑄝𑄧𑄣𑄃𑄪𑄚𑄳𑄦𑄬 𑄥𑄪𑄊𑄨 𑄦𑄮𑄘𑄮𑄇𑄴
তার জীবনে কি আবার মোবাইল?  দৌড় দেয়া মানুষের জীবনে কিসের মরিচ ভাতা?,𑄖 𑄛𑄧𑄢𑄚𑄬 𑄇𑄨 𑄃𑄢𑄳𑄦𑄧 𑄟𑄮𑄞𑄭𑄣𑄴? 𑄙𑄝 𑄟𑄚𑄴𑄏𑄮 𑄛𑄧𑄢𑄚𑄬 𑄇𑄨 𑄟𑄧𑄢𑄨𑄌𑄴𑄝𑄖𑄴𑄖𑄳𑄠𑄬?
"পাখি উড়ে মেঘে মেঘে, মেঘলা আকাশের নিচে, আমার মন চলে যায় তাদের সাথে সাথে ","𑄃𑄪𑄖𑄴𑄖𑄮𑄚𑄴 𑄛𑄬𑄊𑄬 𑄟𑄬𑄊𑄬 𑄟𑄬𑄊𑄬, 𑄟𑄬𑄉𑄪𑄣𑄳𑄦𑄮 𑄘𑄬𑄝𑄖𑄴 𑄖𑄧𑄣𑄬, 𑄟𑄧 𑄛𑄧𑄢𑄚𑄳𑄦𑄚𑄴 𑄎𑄬𑄘𑄧 𑄟𑄊𑄬 𑄖𑄢𑄳𑄦 𑄣𑄧𑄊𑄬 𑄣𑄧𑄊𑄬"
ইচ্ছা করতেছে তোমার হাতির দই,𑄛𑄧𑄢𑄚𑄬 𑄟𑄉𑄬𑄖𑄴𑄗𑄬 𑄖𑄧𑄢𑄴 𑄦𑄬𑄘𑄮 𑄘𑄮𑄠𑄴𑅁
পড়ুয়া,𑄛𑄧𑄢𑄨𑄠𑄳𑄦𑄬
কী পড়তেছো তুমি? সে নাকি সংবাদপত্র পড়তেছে,𑄇𑄨 𑄛𑄧𑄢𑄳𑄦𑄧𑄖𑄴𑄖𑄬 𑄖𑄪𑄠𑄴? 𑄖𑄬 𑄞𑄬𑄣𑄬 𑄛𑄬𑄞𑄢𑄴 𑄛𑄧𑄢𑄬𑄖𑄴𑄗𑄬
"পড়ুার সময়ে পড়া, খেলার সময় খেলা ","𑄛𑄧𑄢𑄨𑄞𑄢𑄴 𑄃𑄧𑄇𑄴𑄗𑄧𑄖𑄴 𑄛𑄧𑄢𑄚𑄳𑄦, 𑄈𑄢 𑄦𑄧𑄝𑄢𑄴 𑄃𑄧𑄇𑄴𑄗𑄧𑄖𑄴 𑄈𑄢 𑄦𑄧𑄚"
পড়তে পড়তে কখন ঘুুমিয়েছি জানিনা,𑄛𑄧𑄖𑄴𑄗𑄬 𑄛𑄧𑄖𑄴𑄗𑄬 𑄇𑄧𑄇𑄴𑄈𑄬 𑄊𑄪𑄟𑄴 𑄎𑄨𑄠𑄳𑄦𑄮𑄁 𑄇𑄨𑄎𑄬𑄚𑄨
এখানে কী পড়ুয়া ছেলে নেই নাকি? সে প্রাইভেট পড়িয়ে চলে,𑄃𑄨𑄙𑄪 𑄇𑄨 𑄛𑄧𑄢𑄨𑄠𑄳𑄦𑄬 𑄛𑄮 𑄚𑄬𑄠𑄴 𑄚𑄳𑄦𑄇𑄨? 𑄖𑄬 𑄛𑄳𑄢𑄠𑄴𑄞𑄬𑄖𑄴 𑄛𑄮𑄢𑄳𑄦𑄬 𑄛𑄮𑄢𑄳𑄦𑄬 𑄌𑄧𑄣𑄬𑄘𑄬𑅁
পড়া ধরলে পারেনা সে,𑄛𑄧𑄢𑄳𑄦 𑄙𑄧𑄣𑄴𑄣𑄬 𑄚𑄧 𑄛𑄢𑄬 𑄖𑄬
কী পড়া আছে আগামীকাল? সে তো পড়া পারে,𑄇𑄨 𑄛𑄧𑄢𑄳𑄦 𑄃𑄊𑄬 𑄇𑄨𑄣𑄴𑄣𑄬? 𑄖𑄬 𑄃𑄳𑄦𑄬𑄚𑄬 𑄛𑄧𑄢𑄳𑄦 𑄛𑄢𑄬𑄉𑄮𑄠𑄴 𑄥𑄮
পড়া ধরলে চুপচাপ থাকে সবাই,𑄛𑄧𑄢𑄳𑄦 𑄙𑄧𑄣𑄴𑄣𑄬 𑄎𑄪𑄢𑄮 𑄗𑄚𑄴𑄚𑄬 𑄝𑄬𑄇𑄴𑄇𑄪𑄚𑄳𑄦𑄬𑅁
"সে তো আমাদের নয়, সে তো অন্যের","𑄖𑄬 𑄙𑄧 𑄃𑄟𑄳𑄦𑄢𑄴 𑄚𑄳𑄦𑄧𑄠𑄴, 𑄖𑄬 𑄛𑄧𑄢𑄨𑄠𑄮𑄢𑄴"
অন্যের কথা না বলে নিজের কথা বলা,𑄛𑄧𑄢𑄨𑄠𑄮 𑄇𑄧𑄙 𑄚𑄧 𑄇𑄮𑄚𑄳𑄦𑄬𑄠𑄴 𑄚𑄨𑄎𑄮 𑄇𑄧𑄙 𑄇𑄧𑄚𑄳𑄦
সে শুধু অন্যেকে ভালো করাচ্ছে আর কি,𑄥𑄨𑄝𑄳𑄦𑄬 𑄃𑄳𑄦𑄬 𑄛𑄧𑄢𑄨𑄠𑄮𑄢𑄳𑄦𑄬 𑄞𑄣𑄬𑄖𑄴 𑄉𑄧𑄢𑄬𑄖𑄴𑄗𑄬 𑄃𑄭
নিজের মাংস না দিলে অন্যের মাংস পাওয়া যায় না,𑄚𑄨𑄎𑄮 𑄦𑄬𑄢 𑄚𑄧 𑄘𑄨𑄣𑄳𑄦𑄬 𑄛𑄧𑄢𑄧 𑄦𑄬𑄢 𑄚𑄧 𑄛𑄳𑄦𑄠𑄴𑅂
ব্যভিচার,𑄛𑄧𑄢𑄴 𑄛𑄉𑄧𑄣𑄴𑄣𑄳𑄠𑄬
ব্যভিচার করা,𑄛𑄧𑄢𑄴 𑄛𑄉𑄧𑄣𑄴 𑄦𑄧𑄚
ব্যভিচার করলে সংসার পথে নেমে যায়,𑄛𑄧𑄢𑄴 𑄛𑄉𑄧𑄣𑄴 𑄦𑄧𑄣𑄬 𑄥𑄧𑄁𑄥𑄢𑄴 𑄃𑄬𑄇𑄴𑄈𑄬 𑄛𑄧𑄘𑄧𑄖𑄴 𑄎𑄠𑄮𑄠𑄴𑅁
যুবক আর বিবাহিত পুরুষদের মধ্যে বল খেলা  চলবে,𑄉𑄝𑄪𑄌𑄴𑄌𑄬𑄣𑄳𑄦𑄮𑄠𑄴 𑄛𑄧𑄢𑄴𑄝𑄛𑄴𑄛𑄪𑄚𑄳𑄦𑄮𑄢𑄴 𑄝𑄳𑄦𑄮𑄣𑄴 𑄈𑄢 𑄌𑄧𑄣𑄨𑄝𑄮𑅁
"পড়ুয়া পন্ডিত যে দেশে, জন্ম নিব সে দেশে","𑄛𑄧𑄢𑄴𑄞𑄱 𑄛𑄧𑄚𑄴𑄘𑄨𑄖𑄴 𑄎𑄬 𑄘𑄬𑄏𑄧𑄖𑄴, 𑄎𑄧𑄚𑄧𑄟𑄴 𑄣𑄪𑄘𑄪𑄁𑄊𑄮𑄠𑄴 𑄥𑄬 𑄘𑄬𑄏𑄧𑄖𑄴𑅁"
শরনার্থী,𑄝𑄧𑄢𑄴 𑄛𑄧𑄢𑄧𑄁
"একেবারে যাওয়া , করা","𑄛𑄧𑄢𑄧𑄁 𑄦𑄧𑄚, 𑄉𑄧𑄢𑄚𑄳𑄦"
কবে তোমরা নতুন বাড়িতে একেবারে যাবে? একেবারে যেতে যেতে লাগবে সপ্তাহখানিক,𑄇𑄧𑄟𑄧𑄣𑄬 𑄛𑄧𑄢𑄧𑄁 𑄦𑄧𑄝𑄉𑄮𑄠𑄴 𑄖𑄪𑄟𑄳𑄦𑄨 𑄚𑄪𑄃𑄮 𑄊𑄧𑄢𑄧𑄖𑄴? 𑄛𑄧𑄢𑄧𑄁 𑄦𑄧𑄘𑄬 𑄦𑄧𑄘𑄬 𑄣𑄉𑄨𑄝𑄮 𑄥𑄛𑄴𑄖𑄟𑄪𑄣𑄮
সে ব্যাগসহ আমাদের এখানে একেবারে এসেছে,𑄖𑄬 𑄞𑄪𑄘𑄨𑄝𑄧𑄇𑄴𑄌 𑄥𑄪𑄟𑄪𑄖𑄴𑄖𑄮 𑄃𑄟𑄳𑄦 𑄃𑄨𑄙𑄪 𑄛𑄧𑄢𑄧𑄁 𑄦𑄪𑄠𑄳𑄦𑄬𑄉𑄨
বিড়ালটি তার বাচ্চাগুলোকে কিছুক্ষণ এখানে আর কিছুক্ষণ এখানে নিয়ে যায়,𑄝𑄬𑄣𑄬𑄠𑄴𑄞𑄮 𑄖 𑄥𑄧𑄃𑄳𑄦𑄪𑄚𑄴 𑄈𑄇𑄴𑄇𑄬 𑄃𑄨𑄠𑄳𑄦𑄮𑄖𑄴 𑄈𑄇𑄴𑄇𑄳𑄦𑄬 𑄃𑄳𑄦𑄪𑄝𑄮𑄖𑄴 𑄛𑄧𑄢𑄧𑄁 𑄉𑄧𑄢𑄠𑄳𑄦𑄮𑄠𑄴
পরী মেয়ে,𑄛𑄧𑄢𑄨 𑄟𑄨𑄣𑄬
পরী চুগ,𑄛𑄧𑄢𑄨 𑄌𑄪𑄇𑄴
পরীর মতো সুন্দর মেয়ে,𑄛𑄧𑄢𑄨 𑄙𑄮𑄇𑄴𑄇𑄳𑄠𑄬 𑄘𑄮𑄣𑄴 𑄟𑄨𑄣𑄬
